Genres_04_nouns.csv
Unique nouns: 498, Total nouns: 1271
Total time: Uncomputed,Cost per noun: Uncomputed
similarity,['\n\nStatistical scaling techniques were used in a study presented at the 2007 Siggraph Video Game Symposium to convert subject ratings of game similarity into visual maps of game genres.'],1
map,"['\n\nStatistical scaling techniques were used in a study presented at the 2007 Siggraph Video Game Symposium to convert subject ratings of game similarity into visual maps of game genres.', 'The maps reproduced some of the commonly identified genres such as first-person shooters and god games.']",2
shooter,['The maps reproduced some of the commonly identified genres such as first-person shooters and god games.'],1
god,['The maps reproduced some of the commonly identified genres such as first-person shooters and god games.'],1
michigan,['[72] A Michigan State University study found that men have a higher preference for genres that require competition and three-dimensional navigation and manipulation than women do.'],1
state,['[72] A Michigan State University study found that men have a higher preference for genres that require competition and three-dimensional navigation and manipulation than women do.'],1
man,['[72] A Michigan State University study found that men have a higher preference for genres that require competition and three-dimensional navigation and manipulation than women do.'],1
preference,['[72] A Michigan State University study found that men have a higher preference for genres that require competition and three-dimensional navigation and manipulation than women do.'],1
competition,['[72] A Michigan State University study found that men have a higher preference for genres that require competition and three-dimensional navigation and manipulation than women do.'],1
navigation,['[72] A Michigan State University study found that men have a higher preference for genres that require competition and three-dimensional navigation and manipulation than women do.'],1
manipulation,['[72] A Michigan State University study found that men have a higher preference for genres that require competition and three-dimensional navigation and manipulation than women do.'],1
