VideoGameGenres_01_nouns.csv
Unique nouns: 721, Total nouns: 1477
Total time: Uncomputed,Cost per noun: Uncomputed
google stadia,"['Cloud-based gaming platforms, like Google Stadia, are making the whole gaming experience seamless and easy to play from anywhere at any time.']",1
the whole gaming experience,"['Cloud-based gaming platforms, like Google Stadia, are making the whole gaming experience seamless and easy to play from anywhere at any time.']",1
any time,"['Cloud-based gaming platforms, like Google Stadia, are making the whole gaming experience seamless and easy to play from anywhere at any time.']",1
threat,"[""Cloud gaming is such a threat to traditional console gaming that Microsoft's head of gaming, Phil Spencer, said that Xbox is no longer concerned about competition from Nintendo or Playstation.""]",1
head,"[""Cloud gaming is such a threat to traditional console gaming that Microsoft's head of gaming, Phil Spencer, said that Xbox is no longer concerned about competition from Nintendo or Playstation.""]",1
phil,"[""Cloud gaming is such a threat to traditional console gaming that Microsoft's head of gaming, Phil Spencer, said that Xbox is no longer concerned about competition from Nintendo or Playstation.""]",1
spencer,"[""Cloud gaming is such a threat to traditional console gaming that Microsoft's head of gaming, Phil Spencer, said that Xbox is no longer concerned about competition from Nintendo or Playstation.""]",1
competition,"[""Cloud gaming is such a threat to traditional console gaming that Microsoft's head of gaming, Phil Spencer, said that Xbox is no longer concerned about competition from Nintendo or Playstation.""]",2
such a threat,"[""Cloud gaming is such a threat to traditional console gaming that Microsoft's head of gaming, Phil Spencer, said that Xbox is no longer concerned about competition from Nintendo or Playstation.""]",1
traditional console gaming,"[""Cloud gaming is such a threat to traditional console gaming that Microsoft's head of gaming, Phil Spencer, said that Xbox is no longer concerned about competition from Nintendo or Playstation.""]",1
microsoft's head,"[""Cloud gaming is such a threat to traditional console gaming that Microsoft's head of gaming, Phil Spencer, said that Xbox is no longer concerned about competition from Nintendo or Playstation.""]",1
phil spencer,"[""Cloud gaming is such a threat to traditional console gaming that Microsoft's head of gaming, Phil Spencer, said that Xbox is no longer concerned about competition from Nintendo or Playstation.""]",1
the ultra-fast cloud platforms,"[""Rather, they're more focused on competing with the ultra-fast cloud platforms being built by Google and Amazon.""]",1
vr,"['\n\nVR is changing the way we experience video games.', '\n\nÂ\xa0\n\nVR/AR Gaming\n\nVirtual reality (VR) and augmented reality (AR) are meant to put you right in the middle of the action.', ""Instead of playing from a third person point-of-view, VR drops people into computer-generated environments to make them feel like they're actually part of the game."", 'VR offers gamers the ability to step into magical worlds and do everything from kick around a soccer ball to fight off hordes of monsters (like in the video above).']",8
the way,"['\n\nVR is changing the way we experience video games.', 'A good video game would be nothing without the hard work of a programmer, who ensures that characters, missions and environments are supposed to interact the way they were intended.']",2
video games,"['\n\nVR is changing the way we experience video games.', ""\n\nWhether our reality is augmented or virtual, it's clear to see that technology is ushering in a completely new way to participate in, and enjoy, video games."", '\n\nPopular Gaming Jobs\n\nThe rise in popularity of video games has made gaming an in-demand industry for everyone from designers to computer programmers.', '\n\nGetting paid to play video games might be the ultimate dream job.', 'Luckily, video game testers (better known as video game quality assurance testers) get paid to play, but more importantly, break, video games.']",5
