737_Pilot_Operating_Manual_nouns.csv
Unique nouns: 1302, Total nouns: 32999
Total time: 1946.541 sec,Cost per noun: 58.988 ms
fd2,['Check both Flight Director switches (FD1 and FD2) are ON. . . .'],28
engage autopilot a,"['Engage autopilot A or B using the appropriate CMD button. . . .', 'Engage autopilot A or B. .']",56
the appropriate cmd button,"['Engage autopilot A or B using the appropriate CMD button. . . .', 'While still above 1500 ft radar altitude, with approach mode active, engage the other autopilot (A or B) using the appropriate CMD button. . . .']",56
arm app mode,['Arm APP mode. . .'],28
ft radar altitude,"['While still above 1500 ft radar altitude, with approach mode active, engage the other autopilot (A or B) using the appropriate CMD button. . . .', 'Below 1500 ft radar altitude, observe ROLLOUT and FLARE arm annunciations. . . .']",55
approach mode,"['While still above 1500 ft radar altitude, with approach mode active, engage the other autopilot (A or B) using the appropriate CMD button. . . .']",28
the other autopilot,"['While still above 1500 ft radar altitude, with approach mode active, engage the other autopilot (A or B) using the appropriate CMD button. . . .']",28
b.,['Engage autopilot A or B. .'],28
the appropriate cmd,['the appropriate CMD. .'],28
rollout,"['Below 1500 ft radar altitude, observe ROLLOUT and FLARE arm annunciations. . . .']",27
flare,"['Below 1500 ft radar altitude, observe ROLLOUT and FLARE arm annunciations. . . .']",27
arm annunciation,"['Below 1500 ft radar altitude, observe ROLLOUT and FLARE arm annunciations. . . .']",27
braking,"['Immediately following touch-down, disable the Auto-Throttle to facilitate braking and taxi-operations. . . .']",27
taxi-operations,"['Immediately following touch-down, disable the Auto-Throttle to facilitate braking and taxi-operations. . . .']",27
uch-down,"['uch-down, disable th. .']",27
the process,"['Flight planning is the process of determining a route from origin to destination that considers fuel requirements, terrain avoidance, Air Traffic Control, aircraft performance, airspace restrictions and notices to airmen (NOTAMS).']",1
a route,"['Flight planning is the process of determining a route from origin to destination that considers fuel requirements, terrain avoidance, Air Traffic Control, aircraft performance, airspace restrictions and notices to airmen (NOTAMS).']",1
origin,"['Flight planning is the process of determining a route from origin to destination that considers fuel requirements, terrain avoidance, Air Traffic Control, aircraft performance, airspace restrictions and notices to airmen (NOTAMS).']",1
destination,"['Flight planning is the process of determining a route from origin to destination that considers fuel requirements, terrain avoidance, Air Traffic Control, aircraft performance, airspace restrictions and notices to airmen (NOTAMS).']",1
fuel requirement,"['Flight planning is the process of determining a route from origin to destination that considers fuel requirements, terrain avoidance, Air Traffic Control, aircraft performance, airspace restrictions and notices to airmen (NOTAMS).']",1
terrain avoidance,"['Flight planning is the process of determining a route from origin to destination that considers fuel requirements, terrain avoidance, Air Traffic Control, aircraft performance, airspace restrictions and notices to airmen (NOTAMS).']",1
air traffic control,"['Flight planning is the process of determining a route from origin to destination that considers fuel requirements, terrain avoidance, Air Traffic Control, aircraft performance, airspace restrictions and notices to airmen (NOTAMS).']",1
aircraft performance,"['Flight planning is the process of determining a route from origin to destination that considers fuel requirements, terrain avoidance, Air Traffic Control, aircraft performance, airspace restrictions and notices to airmen (NOTAMS).']",1
airspace restriction,"['Flight planning is the process of determining a route from origin to destination that considers fuel requirements, terrain avoidance, Air Traffic Control, aircraft performance, airspace restrictions and notices to airmen (NOTAMS).']",1
notice,"['Flight planning is the process of determining a route from origin to destination that considers fuel requirements, terrain avoidance, Air Traffic Control, aircraft performance, airspace restrictions and notices to airmen (NOTAMS).']",1
airman,"['Flight planning is the process of determining a route from origin to destination that considers fuel requirements, terrain avoidance, Air Traffic Control, aircraft performance, airspace restrictions and notices to airmen (NOTAMS).']",1
general information,['General information about flight plans is available on Wikipedia at http://en.wikipedia.org/wiki/Flight_planning Flight plans can be generated by onboard computers if the aircraft is suitably equipped.'],1
flight plan,['General information about flight plans is available on Wikipedia at http://en.wikipedia.org/wiki/Flight_planning Flight plans can be generated by onboard computers if the aircraft is suitably equipped.'],2
wikipedia,['General information about flight plans is available on Wikipedia at http://en.wikipedia.org/wiki/Flight_planning Flight plans can be generated by onboard computers if the aircraft is suitably equipped.'],1
computer,['General information about flight plans is available on Wikipedia at http://en.wikipedia.org/wiki/Flight_planning Flight plans can be generated by onboard computers if the aircraft is suitably equipped.'],1
simulation pilot,"['If not, simulation pilots may elect to use an online flight planner.']",1
an online flight planner,"['If not, simulation pilots may elect to use an online flight planner.']",1
a web search,"['A web search for the phrase ""Flight Planner"" will yield a great many options, many of which are free services.']",1
the phrase,"['A web search for the phrase ""Flight Planner"" will yield a great many options, many of which are free services.']",1
flight planner,"['A web search for the phrase ""Flight Planner"" will yield a great many options, many of which are free services.']",1
a great many option,"['A web search for the phrase ""Flight Planner"" will yield a great many options, many of which are free services.']",1
free service,"['A web search for the phrase ""Flight Planner"" will yield a great many options, many of which are free services.']",1
a good online flight planner,"['A good online flight planner will utilize the origin and destination airports, together with the aircraft type and equipment, the weather conditions, the chosen cruise altitude, known restrictions along the route, current NOTAMS, and other factors to generate a suitable flight plan.']",1
the origin and destination airport,"['A good online flight planner will utilize the origin and destination airports, together with the aircraft type and equipment, the weather conditions, the chosen cruise altitude, known restrictions along the route, current NOTAMS, and other factors to generate a suitable flight plan.']",1
the aircraft type,"['A good online flight planner will utilize the origin and destination airports, together with the aircraft type and equipment, the weather conditions, the chosen cruise altitude, known restrictions along the route, current NOTAMS, and other factors to generate a suitable flight plan.']",1
the weather condition,"['A good online flight planner will utilize the origin and destination airports, together with the aircraft type and equipment, the weather conditions, the chosen cruise altitude, known restrictions along the route, current NOTAMS, and other factors to generate a suitable flight plan.']",1
the choose cruise altitude,"['A good online flight planner will utilize the origin and destination airports, together with the aircraft type and equipment, the weather conditions, the chosen cruise altitude, known restrictions along the route, current NOTAMS, and other factors to generate a suitable flight plan.']",1
know restriction,"['A good online flight planner will utilize the origin and destination airports, together with the aircraft type and equipment, the weather conditions, the chosen cruise altitude, known restrictions along the route, current NOTAMS, and other factors to generate a suitable flight plan.']",1
the route,"['A good online flight planner will utilize the origin and destination airports, together with the aircraft type and equipment, the weather conditions, the chosen cruise altitude, known restrictions along the route, current NOTAMS, and other factors to generate a suitable flight plan.']",1
current notams,"['A good online flight planner will utilize the origin and destination airports, together with the aircraft type and equipment, the weather conditions, the chosen cruise altitude, known restrictions along the route, current NOTAMS, and other factors to generate a suitable flight plan.']",1
other factor,"['A good online flight planner will utilize the origin and destination airports, together with the aircraft type and equipment, the weather conditions, the chosen cruise altitude, known restrictions along the route, current NOTAMS, and other factors to generate a suitable flight plan.']",1
