737_Pilot_Operating_Manual_nouns.csv
Unique nouns: 1451,Total nouns: 2296
Total time: 14.537 sec,Cost per noun: 6.332 ms
the active nav radio,"['The autopilot will steer the 16 VOR / LOC Button aircraft laterally to intercept and track the VOR radial, or ILS localizer that is selected via the active Nav radio.']",1
50   17 app button user,['50  17 APP Button User in conjunction with the auto-throttle and NAV-1 radio to activate a localizer or ILS approach.'],1
nav-1 radio,['50  17 APP Button User in conjunction with the auto-throttle and NAV-1 radio to activate a localizer or ILS approach.'],1
a localizer,['50  17 APP Button User in conjunction with the auto-throttle and NAV-1 radio to activate a localizer or ILS approach.'],1
18 hdg select button,['18 HDG Select Button Click this button to engage Heading Mode.'],1
heading mode,['18 HDG Select Button Click this button to engage Heading Mode.'],1
the heading display/ehsi heading bug,['The autopilot will steer according to the Heading Display / EHSI heading bug.'],1
the 19 lvl chg button auto-throttle,"['Used in conjunction with the 19 LVL CHG Button auto-throttle, the autopilot will maintain the current airspeed while ascending, or descending to the selected altitude.']",1
the current airspeed,"['Used in conjunction with the 19 LVL CHG Button auto-throttle, the autopilot will maintain the current airspeed while ascending, or descending to the selected altitude.']",1
the select altitude,"['Used in conjunction with the 19 LVL CHG Button auto-throttle, the autopilot will maintain the current airspeed while ascending, or descending to the selected altitude.']",1
20 speed button,['20 Speed Button Click this button to engage Speed Mode.'],1
speed mode,['20 Speed Button Click this button to engage Speed Mode.'],1
the auto-throttles 21 n1 button,"['In the real aircraft, this button causes the auto-throttles 21 N1 Button to advance to a pre-defined limit N1 (turbine) limit expressed using the FMC.']",1
a pre-defined limit,"['In the real aircraft, this button causes the auto-throttles 21 N1 Button to advance to a pre-defined limit N1 (turbine) limit expressed using the FMC.']",1
turbine ) limit,"['In the real aircraft, this button causes the auto-throttles 21 N1 Button to advance to a pre-defined limit N1 (turbine) limit expressed using the FMC.']",1
the flight director compute,"[""Pilot's The flight director computes and displays the proper pitch and bank angles 22 Flight Director required for the aircraft to follow the desired flight plan.""]",1
22 flight director,"[""Pilot's The flight director computes and displays the proper pitch and bank angles 22 Flight Director required for the aircraft to follow the desired flight plan.""]",1
51 auto-land,"['51 Auto-Land This aircraft is capable of full auto-land, provided the ILS in use if CAT-3 approved (check this using the X-Plane map).']",1
full auto-land,"['51 Auto-Land This aircraft is capable of full auto-land, provided the ILS in use if CAT-3 approved (check this using the X-Plane map).']",1
the il,"['51 Auto-Land This aircraft is capable of full auto-land, provided the ILS in use if CAT-3 approved (check this using the X-Plane map).', 'ARM the Speed Brakes 52 Tune the ILS on both NAV1 and NAV2 receivers Set the ILS front course on both CRS1 and CRS2 selectors Check both Flight Director switches (FD1 and FD2)']",2
cat-3,"['51 Auto-Land This aircraft is capable of full auto-land, provided the ILS in use if CAT-3 approved (check this using the X-Plane map).']",1
the x-plane map,"['51 Auto-Land This aircraft is capable of full auto-land, provided the ILS in use if CAT-3 approved (check this using the X-Plane map).']",1
a sensible intercept,"['Establish the aircraft first on a sensible intercept for both the localizer and glide-slope, and then follow this procedure: Select the desired speed, ARM and engage the Auto-Throttle.']",1
both the localizer,"['Establish the aircraft first on a sensible intercept for both the localizer and glide-slope, and then follow this procedure: Select the desired speed, ARM and engage the Auto-Throttle.']",1
glide-slope,"['Establish the aircraft first on a sensible intercept for both the localizer and glide-slope, and then follow this procedure: Select the desired speed, ARM and engage the Auto-Throttle.']",1
this procedure,"['Establish the aircraft first on a sensible intercept for both the localizer and glide-slope, and then follow this procedure: Select the desired speed, ARM and engage the Auto-Throttle.']",1
the desire speed,"['Establish the aircraft first on a sensible intercept for both the localizer and glide-slope, and then follow this procedure: Select the desired speed, ARM and engage the Auto-Throttle.']",1
arm,"['Establish the aircraft first on a sensible intercept for both the localizer and glide-slope, and then follow this procedure: Select the desired speed, ARM and engage the Auto-Throttle.', 'A or B using the appropriate CMD button Arm APP mode While still above 1500 ft radar altitude, with approach mode active, engage the other autopilot (A or B) using the appropriate CMD button 53 Below 1500 ft radar altitude, observe ROLLOUT and FLARE arm annunciations']",2
the select speed,"['Even when using the auto-throttle, the selected speed must be managed by the pilot throughout the approach phase.']",1
the approach phase,"['Even when using the auto-throttle, the selected speed must be managed by the pilot throughout the approach phase.']",1
a speed,"['Begin with a speed of 180 knots with no flaps deployed, and end with a speed of 140 knots with full flap deployment.']",2
180 knot,"['Begin with a speed of 180 knots with no flaps deployed, and end with a speed of 140 knots with full flap deployment.']",1
no flap,"['Begin with a speed of 180 knots with no flaps deployed, and end with a speed of 140 knots with full flap deployment.']",1
140 knot,"['Begin with a speed of 180 knots with no flaps deployed, and end with a speed of 140 knots with full flap deployment.']",1
full flap deployment,"['Begin with a speed of 180 knots with no flaps deployed, and end with a speed of 140 knots with full flap deployment.']",1
52 tune,['ARM the Speed Brakes 52 Tune the ILS on both NAV1 and NAV2 receivers Set the ILS front course on both CRS1 and CRS2 selectors Check both Flight Director switches (FD1 and FD2)'],1
both nav1 and nav2 receiver,['ARM the Speed Brakes 52 Tune the ILS on both NAV1 and NAV2 receivers Set the ILS front course on both CRS1 and CRS2 selectors Check both Flight Director switches (FD1 and FD2)'],1
the il front course,['ARM the Speed Brakes 52 Tune the ILS on both NAV1 and NAV2 receivers Set the ILS front course on both CRS1 and CRS2 selectors Check both Flight Director switches (FD1 and FD2)'],1
both crs1,['ARM the Speed Brakes 52 Tune the ILS on both NAV1 and NAV2 receivers Set the ILS front course on both CRS1 and CRS2 selectors Check both Flight Director switches (FD1 and FD2)'],1
crs2 selector,['ARM the Speed Brakes 52 Tune the ILS on both NAV1 and NAV2 receivers Set the ILS front course on both CRS1 and CRS2 selectors Check both Flight Director switches (FD1 and FD2)'],1
both flight director switch,['ARM the Speed Brakes 52 Tune the ILS on both NAV1 and NAV2 receivers Set the ILS front course on both CRS1 and CRS2 selectors Check both Flight Director switches (FD1 and FD2)'],1
fd1,['ARM the Speed Brakes 52 Tune the ILS on both NAV1 and NAV2 receivers Set the ILS front course on both CRS1 and CRS2 selectors Check both Flight Director switches (FD1 and FD2)'],1
fd2,['ARM the Speed Brakes 52 Tune the ILS on both NAV1 and NAV2 receivers Set the ILS front course on both CRS1 and CRS2 selectors Check both Flight Director switches (FD1 and FD2)'],1
engage autopilot,['are ON Engage autopilot'],1
the appropriate cmd button arm,"['A or B using the appropriate CMD button Arm APP mode While still above 1500 ft radar altitude, with approach mode active, engage the other autopilot (A or B) using the appropriate CMD button 53 Below 1500 ft radar altitude, observe ROLLOUT and FLARE arm annunciations']",1
app mode,"['A or B using the appropriate CMD button Arm APP mode While still above 1500 ft radar altitude, with approach mode active, engage the other autopilot (A or B) using the appropriate CMD button 53 Below 1500 ft radar altitude, observe ROLLOUT and FLARE arm annunciations']",1
approach mode,"['A or B using the appropriate CMD button Arm APP mode While still above 1500 ft radar altitude, with approach mode active, engage the other autopilot (A or B) using the appropriate CMD button 53 Below 1500 ft radar altitude, observe ROLLOUT and FLARE arm annunciations']",1
the other autopilot,"['A or B using the appropriate CMD button Arm APP mode While still above 1500 ft radar altitude, with approach mode active, engage the other autopilot (A or B) using the appropriate CMD button 53 Below 1500 ft radar altitude, observe ROLLOUT and FLARE arm annunciations']",1
